Date,Close,EMA_10Days,SMA_120Days,RSI-12,PVI,NVI
2020-01-02,28.700000762939453,28.21230230482233,27.42499998410543,73.17369015397223,100.52539940415897,100.0
2020-01-03,28.649999618530273,28.29188363458741,27.420416641235352,71.40237139875262,99.82577998926834,100.0
2020-01-06,28.450000762939453,28.320632203378686,27.413749980926514,64.58084428831465,99.82577998926834,99.30192370592053
2020-01-07,28.450000762939453,28.34415375966246,27.406666660308836,64.58084428831465,100.0,100.0
2020-01-08,28.25,28.327034894269286,27.397916666666667,57.987788051402816,99.29700963945145,100.0
2020-01-09,28.799999237060547,28.41302841114042,27.394999996821085,67.83799183177467,99.29700963945145,101.94689995419662
2020-01-10,28.799999237060547,28.483386743125894,27.38958331743876,67.83799183177467,100.0,101.94689995419662
2020-01-13,29.149999618530273,28.604589084108508,27.390833314259847,72.68766100889417,101.21527913451934,100.0
2020-01-14,29.049999237060547,28.685572748281604,27.3899999777476,69.42475178474038,99.65694551362478,100.0
2020-01-15,28.950000762939453,28.733650569128486,27.387916644414265,66.18377365093664,99.65694551362478,99.6557711643809
2020-01-16,29.0,28.78207773837785,27.385416650772093,67.0234756942383,100.0,100.17270893175434
2020-01-17,29.200000762939453,28.858063742843598,27.386666663487752,70.24737984718067,100.0,100.6896578032395
2020-01-20,28.950000762939453,28.87477956467921,27.38791667620341,61.98406645404957,99.14383563880827,100.6896578032395
2020-01-21,28.149999618530273,28.74300139265213,27.38208333651225,43.94032724878747,97.23661097296652,100.0
2020-01-22,28.549999237060547,28.707910091635476,27.382499996821085,51.62194069924051,97.23661097296652,101.42095781154812
2020-01-23,28.0,28.57919916588357,27.380000003178914,42.82065249732252,98.07355778718691,101.42095781154812
2020-01-24,28.100000381469727,28.49207211417196,27.38416666984558,44.69105643694131,98.07355778718691,100.35714421953473
2020-01-29,27.299999237060547,28.27533159106079,27.38791666030884,34.76608059207767,97.15302087705048,100.35714421953473
2020-01-30,26.649999618530273,27.979816686964334,27.387083323796592,29.048155597459754,97.61904894983337,100.0
2020-01-31,26.5,27.710759107516274,27.384999990463257,27.893247527229335,97.61904894983337,99.43714964098545
2020-02-03,26.5,27.49062108796786,27.382083320617674,27.89324752722935,100.0,99.43714964098545
2020-02-04,26.850000381469727,27.37414459587729,27.383749993642173,35.06258962888435,100.0,101.32075615648954
2020-02-05,26.950000762939453,27.297027535343137,27.3875,37.01452518606623,100.37244089403715,101.32075615648954
2020-02-06,27.700000762939453,27.3702953949061,27.401666673024497,49.447184333674905,102.7829312755767,100.0
2020-02-07,27.549999237060547,27.402968820752363,27.414999993642173,47.405559810985864,102.7829312755767,99.45847826083963
2020-02-10,27.399999618530273,27.40242896580289,27.42499998410543,45.36235033633274,99.45553675976697,99.45847826083963
2020-02-11,27.75,27.465623699293275,27.435416650772094,50.76407719869933,99.45553675976697,101.27737367278291
2020-02-12,28.049999237060547,27.571873797069138,27.444583304723103,54.93050180410842,101.08107833174972,101.27737367278291
2020-02-13,27.950000762939453,27.640624154500102,27.4524999777476,53.29068793335652,101.08107833174972,99.64349919129776
2020-02-14,28.0,27.705965217318262,27.460833311080933,54.03907846164369,100.1788881420241,99.64349919129776
2020-02-17,28.149999618530273,27.786698744811353,27.472083314259848,56.32906354848655,100.53571292332241,100.0
2020-02-18,27.700000762939453,27.7709354753801,27.478749990463257,48.43167929325374,100.53571292332241,98.40142500288135
2020-02-19,27.850000381469727,27.78531091285094,27.49041665395101,50.933209194677346,100.54151485342543,98.40142500288135
2020-02-20,27.75,27.77889074687804,27.501666657129924,49.19754307130164,100.54151485342543,99.6409322078995
2020-02-21,27.5,27.72818333835476,27.51124998728434,45.014040359444344,100.0,99.09909909909909
2020-02-24,27.049999237060547,27.60487713811945,27.516249974568684,38.57317996382201,98.36363358931108,99.09909909909909
2020-02-25,27.100000381469727,27.513081364183133,27.521249977747598,39.62040813931554,98.36363358931108,100.18484711948041
2020-02-26,26.950000762939453,27.41070307304792,27.525833320617675,37.52667127782578,99.44649588037335,100.18484711948041
2020-02-27,27.149999618530273,27.3633024449538,27.532916657129924,41.98592747533566,99.44649588037335,100.74211076040432
2020-02-28,26.450000762939453,27.197247593678462,27.525833336512246,32.993864421919895,97.4217353022979,100.74211076040432
2020-03-02,26.649999618530273,27.097747961833335,27.519583336512248,37.18686392367843,97.4217353022979,100.75613931879748
2020-03-03,26.600000381469727,27.007248401767225,27.5125,36.56287765037408,99.8123855993387,100.75613931879748
2020-03-04,26.549999237060547,26.924112190002376,27.504166666666666,35.905594155242795,99.8123855993387,99.81202577559355
2020-03-05,27.049999237060547,26.94700074401295,27.5,46.4141108782174,101.88323922549144,99.81202577559355
2020-03-06,26.5,26.86572788146514,27.487916660308837,38.7836522581114,101.88323922549144,97.96673104409184
2020-03-09,26.450000762939453,26.79014113264229,27.475416660308838,38.16147291761216,100.0,99.81132363373379
2020-03-10,25.450000762939453,26.546479247241773,27.45249999364217,28.26735235753347,100.0,99.81132363373379
2020-03-11,25.75,26.40166483865236,27.43416665395101,33.877925766918125,100.0,100.0
2020-03-12,25.549999237060547,26.246816547453847,27.416666650772093,32.05453428080122,100.0,100.0
2020-03-13,24.600000381469727,25.947395426365823,27.39124999046326,25.064212533191153,100.0,100.0
2020-03-16,24.399999618530273,25.666050734032083,27.366666650772096,23.868753849056347,100.0,100.0
2020-03-17,23.350000381469727,25.244950669929835,27.33333331743876,18.74756059534063,100.0,100.0
2020-03-18,23.600000381469727,24.945868799300722,27.304166650772096,23.036648774758632,100.0,100.0
2020-03-19,22.0,24.410256290336953,27.260833311080933,16.83287968895023,93.22033747623998,100.0
2020-03-20,23.100000381469727,24.172027943270184,27.229583311080933,30.80794545355147,93.22033747623998,105.0000017339533
2020-03-23,22.0,23.777113771766512,27.188749980926513,26.035354139936686,95.2380936653485,105.0000017339533
