Date,Close_nextDay,Close_next_6mth,Close_next_1yr
2020-01-02,28.649999618530273,24.5,29.15999984741211
2020-01-03,28.450000762939453,24.520000457763672,28.860000610351562
2020-01-06,28.450000762939453,24.1200008392334,28.65999984741211
2020-01-07,28.25,24.059999465942383,29.219999313354492
2020-01-08,28.799999237060547,24.280000686645508,29.280000686645508
2020-01-09,28.799999237060547,24.079999923706055,29.6200008392334
2020-01-10,29.149999618530273,24.280000686645508,29.639999389648438
2020-01-13,29.049999237060547,24.520000457763672,29.420000076293945
2020-01-14,28.950000762939453,24.780000686645508,29.239999771118164
2020-01-15,29.0,25.059999465942383,28.739999771118164
2020-01-16,29.200000762939453,24.940000534057617,28.639999389648438
2020-01-17,28.950000762939453,24.979999542236328,28.559999465942383
2020-01-20,28.149999618530273,25.479999542236328,28.540000915527344
2020-01-21,28.549999237060547,25.420000076293945,27.739999771118164
2020-01-22,28.0,24.899999618530273,27.940000534057617
2020-01-23,28.100000381469727,25.200000762939453,28.100000381469727
2020-01-24,27.299999237060547,25.31999969482422,28.479999542236328
2020-01-29,26.649999618530273,25.34000015258789,28.299999237060547
2020-01-30,26.5,25.540000915527344,28.5
2020-01-31,26.5,25.559999465942383,28.600000381469727
2020-02-03,26.850000381469727,25.700000762939453,28.0
2020-02-04,26.950000762939453,25.520000457763672,27.760000228881836
2020-02-05,27.700000762939453,25.459999084472656,27.760000228881836
2020-02-06,27.549999237060547,25.3799991607666,28.239999771118164
2020-02-07,27.399999618530273,24.239999771118164,27.860000610351562
2020-02-10,27.75,24.600000381469727,26.700000762939453
2020-02-11,28.049999237060547,25.1200008392334,25.65999984741211
2020-02-12,27.950000762939453,25.0,26.040000915527344
2020-02-13,28.0,25.700000762939453,26.84000015258789
2020-02-14,28.149999618530273,25.8799991607666,26.520000457763672
2020-02-17,27.700000762939453,26.15999984741211,26.719999313354492
2020-02-18,27.850000381469727,26.399999618530273,26.68000030517578
2020-02-19,27.75,26.399999618530273,26.940000534057617
2020-02-20,27.5,26.34000015258789,26.719999313354492
2020-02-21,27.049999237060547,26.299999237060547,26.700000762939453
2020-02-24,27.100000381469727,26.540000915527344,26.760000228881836
2020-02-25,26.950000762939453,26.579999923706055,27.079999923706055
2020-02-26,27.149999618530273,26.68000030517578,27.139999389648438
2020-02-27,26.450000762939453,26.520000457763672,26.979999542236328
2020-02-28,26.649999618530273,26.579999923706055,26.899999618530273
2020-03-02,26.600000381469727,26.639999389648438,26.719999313354492
2020-03-03,26.549999237060547,26.739999771118164,26.260000228881836
2020-03-04,27.049999237060547,26.780000686645508,26.3799991607666
2020-03-05,26.5,26.940000534057617,25.84000015258789
2020-03-06,26.450000762939453,27.079999923706055,25.3799991607666
2020-03-09,25.450000762939453,26.559999465942383,25.68000030517578
2020-03-10,25.75,26.719999313354492,26.239999771118164
2020-03-11,25.549999237060547,26.68000030517578,26.260000228881836
2020-03-12,24.600000381469727,26.899999618530273,25.979999542236328
2020-03-13,24.399999618530273,26.979999542236328,25.959999084472656
2020-03-16,23.350000381469727,26.6200008392334,26.100000381469727
2020-03-17,23.600000381469727,26.459999084472656,26.420000076293945
2020-03-18,22.0,26.68000030517578,26.600000381469727
2020-03-19,23.100000381469727,26.600000381469727,26.700000762939453
2020-03-20,22.0,26.700000762939453,26.540000915527344
2020-03-23,23.049999237060547,26.579999923706055,26.760000228881836
2020-03-24,23.799999237060547,26.399999618530273,26.979999542236328
2020-03-25,23.600000381469727,26.68000030517578,26.899999618530273
2020-03-26,23.75,26.860000610351562,26.34000015258789
2020-03-27,23.399999618530273,26.600000381469727,26.84000015258789
2020-03-30,23.850000381469727,26.459999084472656,26.459999084472656
2020-03-31,23.299999237060547,26.299999237060547,26.15999984741211
2020-04-01,23.5,26.520000457763672,25.780000686645508
2020-04-02,23.450000762939453,26.600000381469727,25.360000610351562
2020-04-03,23.950000762939453,26.479999542236328,25.579999923706055
2020-04-06,24.5,26.739999771118164,24.760000228881836
2020-04-07,24.200000762939453,27.34000015258789,24.860000610351562
2020-04-08,24.5,27.440000534057617,25.18000030517578
2020-04-09,24.700000762939453,27.639999389648438,24.860000610351562
2020-04-14,24.299999237060547,27.739999771118164,24.81999969482422
2020-04-15,24.25,27.84000015258789,25.1200008392334
2020-04-16,24.549999237060547,27.700000762939453,25.31999969482422
2020-04-17,24.600000381469727,28.020000457763672,25.219999313354492
2020-04-20,24.0,28.1200008392334,24.719999313354492
2020-04-21,24.100000381469727,28.399999618530273,24.760000228881836
2020-04-22,24.149999618530273,28.399999618530273,24.6200008392334
2020-04-23,24.049999237060547,28.639999389648438,25.360000610351562
2020-04-24,24.5,28.780000686645508,25.479999542236328
2020-04-27,24.75,29.0,25.940000534057617
2020-04-28,24.75,29.799999237060547,25.600000381469727
2020-04-29,23.75,30.079999923706055,25.979999542236328
2020-05-04,24.0,30.059999465942383,26.100000381469727
2020-05-05,24.350000381469727,29.6200008392334,26.440000534057617
2020-05-06,24.149999618530273,30.280000686645508,26.81999969482422
2020-05-07,24.399999618530273,29.559999465942383,26.6200008392334
2020-05-08,24.799999237060547,29.459999084472656,26.760000228881836
2020-05-11,24.450000762939453,28.700000762939453,26.780000686645508
2020-05-12,24.350000381469727,28.459999084472656,26.68000030517578
2020-05-13,24.0,29.059999465942383,26.280000686645508
2020-05-14,24.0,29.420000076293945,26.18000030517578
2020-05-15,24.200000762939453,29.459999084472656,25.520000457763672
2020-05-18,24.600000381469727,29.239999771118164,25.299999237060547
2020-05-19,24.649999618530273,29.479999542236328,25.299999237060547
2020-05-20,24.450000762939453,29.5,25.15999984741211
2020-05-21,23.149999618530273,29.579999923706055,25.3799991607666
2020-05-22,23.149999618530273,30.260000228881836,25.079999923706055
2020-05-25,23.649999618530273,30.31999969482422,24.959999084472656
2020-05-26,23.5,30.899999618530273,24.959999084472656
2020-05-27,23.350000381469727,31.239999771118164,25.15999984741211
2020-05-28,23.200000762939453,30.780000686645508,25.440000534057617
2020-05-29,23.979999542236328,30.799999237060547,25.5
2020-06-01,24.260000228881836,30.520000457763672,25.559999465942383
2020-06-02,24.68000030517578,30.799999237060547,25.799999237060547
2020-06-03,24.719999313354492,29.8799991607666,25.780000686645508
2020-06-04,25.139999389648438,30.31999969482422,25.399999618530273
2020-06-05,25.139999389648438,29.219999313354492,25.18000030517578
2020-06-08,25.440000534057617,29.579999923706055,25.100000381469727
2020-06-09,25.459999084472656,29.239999771118164,24.81999969482422
2020-06-10,24.860000610351562,30.0,24.860000610351562
2020-06-11,24.700000762939453,29.420000076293945,24.920000076293945
2020-06-12,24.200000762939453,29.239999771118164,24.260000228881836
2020-06-15,24.799999237060547,28.739999771118164,24.139999389648438
2020-06-16,24.899999618530273,28.959999084472656,23.6200008392334
2020-06-17,24.8799991607666,29.139999389648438,23.84000015258789
2020-06-18,25.059999465942383,29.579999923706055,23.959999084472656
2020-06-19,25.0,29.0,23.920000076293945
2020-06-22,25.360000610351562,29.1200008392334,23.5
2020-06-23,25.239999771118164,29.260000228881836,24.139999389648438
2020-06-24,25.0,29.299999237060547,24.15999984741211
2020-06-26,24.760000228881836,29.65999984741211,24.3799991607666
2020-06-29,24.899999618530273,29.18000030517578,24.1200008392334
2020-06-30,25.700000762939453,29.100000381469727,24.139999389648438
2020-07-02,25.920000076293945,28.799999237060547,23.760000228881836
2020-07-03,26.940000534057617,28.1200008392334,23.579999923706055
2020-07-06,26.639999389648438,28.15999984741211,23.65999984741211
2020-07-07,26.739999771118164,28.559999465942383,23.34000015258789
2020-07-08,26.8799991607666,28.6200008392334,22.899999618530273
2020-07-09,26.34000015258789,28.81999969482422,23.100000381469727
2020-07-10,26.479999542236328,28.65999984741211,23.200000762939453
2020-07-13,26.15999984741211,29.15999984741211,23.34000015258789
2020-07-14,26.18000030517578,28.899999618530273,23.399999618530273
2020-07-15,25.65999984741211,29.280000686645508,23.420000076293945
2020-07-16,25.799999237060547,29.0,23.200000762939453
2020-07-17,25.719999313354492,28.639999389648438,23.280000686645508
2020-07-20,26.280000686645508,28.920000076293945,23.559999465942383
2020-07-21,25.68000030517578,29.200000762939453,23.399999618530273
2020-07-22,25.899999618530273,29.020000457763672,23.440000534057617
2020-07-23,25.360000610351562,29.239999771118164,23.040000915527344
2020-07-24,25.360000610351562,29.3799991607666,23.219999313354492
2020-07-27,25.459999084472656,29.360000610351562,23.639999389648438
2020-07-28,25.520000457763672,28.899999618530273,23.84000015258789
2020-07-29,25.34000015258789,29.0,23.860000610351562
2020-07-30,25.260000228881836,29.360000610351562,24.5
2020-07-31,25.1200008392334,29.219999313354492,24.559999465942383
2020-08-03,25.6200008392334,29.15999984741211,24.479999542236328
2020-08-04,25.799999237060547,29.34000015258789,24.34000015258789
2020-08-05,25.600000381469727,29.459999084472656,24.260000228881836
2020-08-06,25.18000030517578,28.799999237060547,24.219999313354492
2020-08-07,25.100000381469727,28.479999542236328,25.079999923706055
2020-08-10,25.559999465942383,28.780000686645508,25.059999465942383
2020-08-11,25.8799991607666,28.639999389648438,24.799999237060547
